row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time
16,16,16,0,0,0.000000,0,0,0
16,16,16,0,0,0.001000,0,32,481
16,16,16,0,0,0.002000,0,32,482
16,16,16,1,1,0.003000,32,82,489
16,16,16,2,1,0.004000,64,132,499
16,16,16,1,1,0.005000,32,82,493
16,16,16,1,3,0.006000,32,82,485
16,16,16,3,0,0.007000,96,182,508
16,16,16,0,3,0.008000,0,32,482
16,16,16,5,1,0.009000,160,282,521
16,16,16,3,5,0.010000,96,182,507
16,16,16,7,1,0.020000,224,382,539
16,16,16,4,6,0.030000,128,232,511
16,16,16,11,9,0.040000,352,582,576
16,16,16,6,15,0.050000,192,332,531
16,16,16,20,12,0.060000,640,1032,653
16,16,16,18,11,0.070000,576,932,639
16,16,16,27,18,0.080000,864,1382,722
16,16,16,23,29,0.090000,736,1182,683
16,16,16,29,22,0.100000,928,1482,749
16,16,16,35,17,0.110000,1120,1782,825
16,16,16,54,46,0.210000,1728,2732,1044
16,16,16,75,94,0.310000,2400,3782,1326
16,16,16,109,100,0.410000,3488,5482,1786
16,16,16,127,133,0.510000,4064,6382,2054
16,16,16,142,138,0.610000,4544,7132,2326
16,16,16,180,195,0.710000,5760,9032,2798
16,16,16,207,211,0.810000,6624,10382,3216
16,16,16,233,232,0.910000,7456,11682,3575
16,16,16,256,256,1.010000,8192,12832,3888
