row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,19247078,148491437,93143224,4879
512,512,512,78636,78734,0.300000,24184874,89426145,712452191,503128368,26471
512,512,512,131360,131729,0.500000,67585498,203534006,1680602426,1220174452,442536
512,512,512,183081,183508,0.700000,131243824,357518582,2986170739,2218269596,844268
512,512,512,236090,236146,0.900000,217779242,557697966,4690856930,3538411676,362711
