row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,5482015,50259312,38082972,104
512,512,512,78636,78734,0.300000,24184874,48763440,449245767,340477548,17043
512,512,512,131360,131729,0.500000,67585498,135828308,1258549894,949351660,147413
512,512,512,183081,183508,0.700000,131243824,263403565,2441226518,1841809528,588994
512,512,512,236090,236146,0.900000,217779242,436739446,4032075362,3054577596,638876
