row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,26638336,41006080,361901173,272674816,27375
512,512,512,78636,78734,0.300000,80623616,121984000,1078487958,812527616,21957
512,512,512,131360,131729,0.500000,134890496,203384320,1788521012,1355196416,190638
512,512,512,183081,183508,0.700000,187912192,282916864,2490900945,1885413376,891346
512,512,512,236090,236146,0.900000,241813504,363768832,3201729997,2424426496,1792087
