row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,5456200,48607170,37979712,285
512,512,512,78636,78734,0.300000,24184874,48685316,433610055,340165052,15263
512,512,512,131360,131729,0.500000,67585498,135697460,1216002954,948828268,112936
512,512,512,183081,183508,0.700000,131243824,263220996,2354126781,1841079252,382308
512,512,512,236090,236146,0.900000,217779242,436503868,3907433531,3053635284,1442590
