row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,26638336,54063104,512758281,377131008,25960
512,512,512,78636,78734,0.300000,80623616,162033664,1528523883,1132924928,34427
512,512,512,131360,131729,0.500000,134890496,270567424,2539351502,1892661248,144364
512,512,512,183081,183508,0.700000,187912192,376610816,3536152937,2634964992,1082131
512,512,512,236090,236146,0.900000,241813504,484413440,4573413733,3389583360,1290000
