row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,19221263,153862601,93039964,24195
512,512,512,78636,78734,0.300000,24184874,89348021,734499129,502815872,27158
512,512,512,131360,131729,0.500000,67585498,203403158,1713731939,1219651060,289630
512,512,512,183081,183508,0.700000,131243824,357336013,3057374407,2217539320,1060086
512,512,512,236090,236146,0.900000,217779242,557462388,4808663988,3537469364,1218205
