row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,26638336,67120128,567034332,429359104,9427
512,512,512,78636,78734,0.300000,80623616,202083328,1696033032,1293123584,87292
512,512,512,131360,131729,0.500000,134890496,337750528,2831530077,2161393664,559157
512,512,512,183081,183508,0.700000,187912192,470304768,3937577065,3009740800,850856
512,512,512,236090,236146,0.900000,241813504,605058048,5068634564,3872161792,1889816
