row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,5430072,50151484,37875200,243
512,512,512,78636,78734,0.300000,24184874,48607290,448703727,339852948,38525
512,512,512,131360,131729,0.500000,67585498,135566981,1255352427,948306352,94751
512,512,512,183081,183508,0.700000,131243824,263038854,2440829189,1840350684,184721
512,512,512,236090,236146,0.900000,217779242,436268346,4019330157,3052693196,144843
