row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time
16,16,16,0,0,0.000000,0,0,0
16,16,16,0,0,0.001000,8192,8448,3352
16,16,16,0,0,0.002000,8192,8448,3360
16,16,16,1,1,0.003000,8192,8448,3427
16,16,16,2,1,0.004000,8192,8448,3356
16,16,16,1,1,0.005000,8192,8448,3374
16,16,16,1,3,0.006000,8192,8448,3404
16,16,16,3,0,0.007000,8192,8448,3447
16,16,16,0,3,0.008000,8192,8448,3350
16,16,16,5,1,0.009000,8192,8448,3340
16,16,16,3,5,0.010000,8192,8448,3374
16,16,16,7,1,0.020000,8192,8448,3339
16,16,16,4,6,0.030000,8192,8448,3354
16,16,16,11,9,0.040000,8192,8448,3447
16,16,16,6,15,0.050000,8192,8448,3346
16,16,16,20,12,0.060000,8192,8448,3344
16,16,16,18,11,0.070000,8192,8448,3340
16,16,16,27,18,0.080000,8192,8448,3519
16,16,16,23,29,0.090000,8192,8448,3339
16,16,16,29,22,0.100000,8192,8448,3384
16,16,16,35,17,0.110000,8192,8448,3339
16,16,16,54,46,0.210000,8192,8448,3340
16,16,16,75,94,0.310000,8192,8448,3370
16,16,16,109,100,0.410000,8192,8448,3336
16,16,16,127,133,0.510000,8192,8448,3334
16,16,16,142,138,0.610000,8192,8448,3346
16,16,16,180,195,0.710000,8192,8448,3362
16,16,16,207,211,0.810000,8192,8448,3370
16,16,16,233,232,0.910000,8192,8448,3389
16,16,16,256,256,1.010000,8192,8448,3356
