row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,5454948,48123042,37973452,3116
512,512,512,183591,183700,0.700000,131743628,264223080,2323683479,1848088888,431026
512,512,512,235822,235824,0.900000,217234168,435412656,3809969670,3045998928,1223316
