row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,5456200,48711211,37979712,718
512,512,512,183591,183700,0.700000,131743628,264222644,2362646628,1848086708,189597
512,512,512,235822,235824,0.900000,217234168,435412648,3895838600,3045998888,1140958
