row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,53486333,776324368,225693644,12073
512,512,512,183591,183700,0.700000,131743628,376763015,4771306089,2035075148,1296170
512,512,512,235822,235824,0.900000,217234168,483872924,4998415071,2805476944,1671738
