row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes,cache
512,512,512,26327,26014,0.100000,2674934,5482015,50728556,38082972,959
512,512,512,183591,183700,0.700000,131743628,264405723,2434972716,1848819024,295473
512,512,512,235822,235824,0.900000,217234168,435647958,4026545253,3046940128,1390301
