row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
64,64,64,0,0,0.000000,0,256,1985,1024
64,64,64,36,42,0.010000,32,392,3167,1904
64,64,64,173,220,0.050000,1200,3002,23518,19900
64,64,64,427,422,0.100000,5708,12526,92523,86060
64,64,64,837,821,0.200000,21412,44754,329719,310836
64,64,64,1249,1223,0.300000,47742,98238,715759,684400
64,64,64,1608,1630,0.400000,81632,166736,1203127,1163168
64,64,64,2090,2030,0.500000,132802,270040,1968119,1885332
64,64,64,2390,2442,0.600000,182240,369516,2482490,2581064
64,64,64,2856,2917,0.700000,260450,526868,3807118,3681596
64,64,64,3275,3304,0.800000,338318,683442,4979654,4776776
64,64,64,3658,3711,0.900000,424464,856500,6178436,5987416
64,64,64,4096,4096,1.000000,524288,1057024,7641662,7390208
