row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
64,64,64,0,0,0.000000,0,0,462,0
64,64,64,36,42,0.010000,32,217,2015,1108
64,64,64,173,220,0.050000,1200,3148,22682,20476
64,64,64,427,422,0.100000,5708,12884,95800,87492
64,64,64,837,821,0.200000,21412,45511,329354,313864
64,64,64,1249,1223,0.300000,47742,99397,666638,689036
64,64,64,1608,1630,0.400000,81632,168302,1187899,1169432
64,64,64,2090,2030,0.500000,132802,272006,1953000,1893196
64,64,64,2390,2442,0.600000,182240,371894,2458672,2590576
64,64,64,2856,2917,0.700000,260450,529721,3787408,3693008
64,64,64,3275,3304,0.800000,338318,686682,4910637,4789736
64,64,64,3658,3711,0.900000,424464,860147,6146198,6002004
64,64,64,4096,4096,1.000000,524288,1061056,7698963,7406336
