row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
64,64,64,0,0,0.000000,0,12288,83204,65536
64,64,64,36,42,0.010000,5376,23040,163258,140800
64,64,64,173,220,0.050000,28160,68608,478434,459776
64,64,64,427,422,0.100000,54016,120320,880145,821760
64,64,64,837,821,0.200000,105088,222464,1604171,1536768
64,64,64,1249,1223,0.300000,156544,325376,2285611,2257152
64,64,64,1608,1630,0.400000,208640,429568,2935403,2986496
64,64,64,2090,2030,0.500000,259840,531968,3731490,3703296
64,64,64,2390,2442,0.600000,312576,637440,4458611,4441600
64,64,64,2856,2917,0.700000,373376,759040,5050945,5292800
64,64,64,3275,3304,0.800000,422912,858112,5990710,5986304
64,64,64,3658,3711,0.900000,475008,962304,6692087,6715648
64,64,64,4096,4096,1.000000,524288,1060864,6981432,7405568
