row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
64,64,64,0,0,0.000000,0,16384,100318,98304
64,64,64,36,42,0.010000,5376,24448,171915,152064
64,64,64,173,220,0.050000,28160,58624,436060,379904
64,64,64,427,422,0.100000,54016,97408,701582,638464
64,64,64,837,821,0.200000,105088,174016,1216146,1149184
64,64,64,1249,1223,0.300000,156544,251200,1764552,1663744
64,64,64,1608,1630,0.400000,208640,329344,2312916,2184704
64,64,64,2090,2030,0.500000,259840,406144,2680649,2696704
64,64,64,2390,2442,0.600000,312576,485248,3427125,3224064
64,64,64,2856,2917,0.700000,373376,576448,4044754,3832064
64,64,64,3275,3304,0.800000,422912,650752,4237450,4327424
64,64,64,3658,3711,0.900000,475008,728896,5106269,4848384
64,64,64,4096,4096,1.000000,524288,802816,5297699,5341184
