row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
64,64,64,0,0,0.000000,0,128,1199,512
64,64,64,36,42,0.010000,32,360,3088,1800
64,64,64,173,220,0.050000,1200,3408,24997,21712
64,64,64,427,422,0.100000,5708,13232,99194,88864
64,64,64,837,821,0.200000,21412,46236,330157,316700
64,64,64,1249,1223,0.300000,47742,100504,700532,693360
64,64,64,1608,1630,0.400000,81632,169912,1183883,1175960
64,64,64,2090,2030,0.500000,132802,273852,1764213,1900340
64,64,64,2390,2442,0.600000,182240,374376,2413433,2600712
64,64,64,2856,2917,0.700000,260450,532696,3726206,3705152
64,64,64,3275,3304,0.800000,338318,689980,4814995,4803044
64,64,64,3658,3711,0.900000,424464,863900,6004960,6017228
64,64,64,4096,4096,1.000000,524288,1065088,7440679,7422464
