row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,0,0.000000,131072,131328,2108436,1050624
16,16,256,36,42,0.010000,131072,131328,2108145,1050624
16,16,256,173,220,0.050000,131072,131328,2108455,1050624
16,16,256,427,422,0.100000,131072,131328,2108506,1050624
16,16,256,837,821,0.200000,131072,131328,2107806,1050624
16,16,256,1249,1223,0.300000,131072,131328,2109295,1050624
16,16,256,1608,1630,0.400000,131072,131328,2106315,1050624
16,16,256,2090,2030,0.500000,131072,131328,2110805,1050624
16,16,256,2390,2442,0.600000,131072,131328,2129685,1050624
16,16,256,2856,2917,0.700000,131072,131328,2121865,1050624
16,16,256,3275,3304,0.800000,131072,131328,2112182,1050624
16,16,256,3658,3711,0.900000,131072,131328,2121557,1050624
16,16,256,4096,4096,1.000000,131072,131328,2122165,1050624
