row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,0,0.000000,0,800,14782,4224
16,16,256,36,42,0.010000,18,2414,47975,10752
16,16,256,173,220,0.050000,276,12604,309901,52544
16,16,256,427,422,0.100000,1360,27070,710509,114744
16,16,256,837,821,0.200000,5410,53066,1454890,234928
16,16,256,1249,1223,0.300000,11936,79310,2237359,366008
16,16,256,1608,1630,0.400000,20524,103912,3008306,498768
16,16,256,2090,2030,0.500000,32966,132360,3676957,662328
16,16,256,2390,2442,0.600000,45498,155036,4065271,803160
16,16,256,2856,2917,0.700000,65064,185166,4459239,1001944
16,16,256,3275,3304,0.800000,84518,211144,4716893,1183672
16,16,256,3658,3711,0.900000,105964,236464,4823657,1370736
16,16,256,4096,4096,1.000000,131072,262944,4970033,1577088
