row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,0,0.000000,0,32,1456,128
16,16,256,36,42,0.010000,18,236,5230,1220
16,16,256,173,220,0.050000,276,1464,27763,8392
16,16,256,427,422,0.100000,1360,4440,86943,27608
16,16,256,837,821,0.200000,5410,14136,270581,92288
16,16,256,1249,1223,0.300000,11936,28796,533201,191692
16,16,256,1608,1630,0.400000,20524,47600,867482,320064
16,16,256,2090,2030,0.500000,32966,74084,1332372,502252
16,16,256,2390,2442,0.600000,45498,100796,1805953,685940
16,16,256,2856,2917,0.700000,65064,141828,2529027,969364
16,16,256,3275,3304,0.800000,84518,182284,3242870,1249460
16,16,256,3658,3711,0.900000,105964,226804,4057423,1557844
16,16,256,4096,4096,1.000000,131072,278560,4954750,1917056
