row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,0,0.000000,0,512,7290,2048
16,16,256,36,42,0.010000,1152,2312,42871,16304
16,16,256,173,220,0.050000,5536,9162,171386,70556
16,16,256,427,422,0.100000,13664,21862,402647,171140
16,16,256,837,821,0.200000,26784,42362,768839,333500
16,16,256,1249,1223,0.300000,39968,62962,1115543,496652
16,16,256,1608,1630,0.400000,51456,80912,1452059,638816
16,16,256,2090,2030,0.500000,66880,105012,1891290,829688
16,16,256,2390,2442,0.600000,76480,120012,2163169,948488
16,16,256,2856,2917,0.700000,91392,143312,2583914,1133024
16,16,256,3275,3304,0.800000,104800,164262,2997966,1298948
16,16,256,3658,3711,0.900000,117056,183412,3327318,1450616
16,16,256,4096,4096,1.000000,131072,205312,3759861,1624064
