row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,0,0.000000,0,32,1466,128
16,16,256,36,42,0.010000,18,212,4761,1100
16,16,256,173,220,0.050000,276,1276,23686,7452
16,16,256,427,422,0.100000,1360,4460,85887,27708
16,16,256,837,821,0.200000,5410,14200,268381,92608
16,16,256,1249,1223,0.300000,11936,28900,535226,192212
16,16,256,1608,1630,0.400000,20524,47512,865681,319624
16,16,256,2090,2030,0.500000,32966,74324,1331989,503452
16,16,256,2390,2442,0.600000,45498,100588,1788523,684900
16,16,256,2856,2917,0.700000,65064,141584,2508983,968144
16,16,256,3275,3304,0.800000,84518,182168,3238881,1248880
16,16,256,3658,3711,0.900000,105964,226592,3990403,1556784
16,16,256,4096,4096,1.000000,131072,278560,4937640,1917056
