row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,0,0.000000,0,32,1463,128
16,16,256,36,42,0.010000,1152,1832,36545,14384
16,16,256,173,220,0.050000,5536,8682,168137,68636
16,16,256,427,422,0.100000,13664,21382,400916,169220
16,16,256,837,821,0.200000,26784,41882,796835,331580
16,16,256,1249,1223,0.300000,39968,62482,1191102,494732
16,16,256,1608,1630,0.400000,51456,80432,1534837,636896
16,16,256,2090,2030,0.500000,66880,104532,1991403,827768
16,16,256,2390,2442,0.600000,76480,119532,2289117,946568
16,16,256,2856,2917,0.700000,91392,142832,2750413,1131104
16,16,256,3275,3304,0.800000,104800,163782,3138536,1297028
16,16,256,3658,3711,0.900000,117056,182932,3528751,1448696
16,16,256,4096,4096,1.000000,131072,204832,3963326,1622144
