row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
512,512,512,26327,26014,0.100000,2674934,5454948,47833386,37973452
512,512,512,183591,183700,0.700000,131743628,264223080,2329067372,1848088888
512,512,512,235822,235824,0.900000,217234168,435412656,3854562651,3045998928
