row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
512,512,512,26327,26014,0.100000,2674934,5430072,50001632,37875200
512,512,512,183591,183700,0.700000,131743628,264039674,2437239621,1847354828
512,512,512,235822,235824,0.900000,217234168,435177340,3974929443,3045057656
