row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,37,45,0.010000,131072,131328,964576,1050624
16,16,256,71,80,0.020000,131072,131328,963487,1050624
16,16,256,108,126,0.030000,131072,131328,984952,1050624
16,16,256,149,171,0.040000,131072,131328,965662,1050624
16,16,256,203,200,0.050000,131072,131328,964606,1050624
16,16,256,264,231,0.060000,131072,131328,1041931,1050624
16,16,256,269,256,0.070000,131072,131328,963504,1050624
16,16,256,317,324,0.080000,131072,131328,986650,1050624
16,16,256,387,367,0.090000,131072,131328,963519,1050624
16,16,256,410,418,0.100000,131072,131328,984048,1050624
16,16,256,778,801,0.200000,131072,131328,963115,1050624
16,16,256,1218,1256,0.300000,131072,131328,963922,1050624
16,16,256,1649,1659,0.400000,131072,131328,997983,1050624
16,16,256,2067,2018,0.500000,131072,131328,965289,1050624
16,16,256,2448,2451,0.600000,131072,131328,964576,1050624
16,16,256,2890,2872,0.700000,131072,131328,964383,1050624
16,16,256,3284,3261,0.800000,131072,131328,964815,1050624
16,16,256,3699,3662,0.900000,131072,131328,964056,1050624
