row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,37,45,0.010000,12,2478,17672,10984
16,16,256,71,80,0.020000,52,4614,38000,19688
16,16,256,108,126,0.030000,114,7326,65616,30784
16,16,256,149,171,0.040000,210,10186,105540,42608
16,16,256,203,200,0.050000,272,12714,141610,52968
16,16,256,264,231,0.060000,442,15756,175036,65816
16,16,256,269,256,0.070000,526,16620,182833,69608
16,16,256,317,324,0.080000,872,20484,244935,86448
16,16,256,387,367,0.090000,1150,24130,278751,102144
16,16,256,410,418,0.100000,1256,26272,304355,111136
16,16,256,778,801,0.200000,4774,50554,619802,222336
16,16,256,1218,1256,0.300000,11970,79236,968694,365848
16,16,256,1649,1659,0.400000,21542,106174,1293515,511888
16,16,256,2067,2018,0.500000,32356,131076,1545136,654752
16,16,256,2448,2451,0.600000,47066,157222,1810118,818176
16,16,256,2890,2872,0.700000,64886,184854,1834338,999984
16,16,256,3284,3261,0.800000,83738,210026,1820173,1176080
16,16,256,3699,3662,0.900000,105760,236118,1795414,1368536
