row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,37,45,0.010000,1440,2928,19055,18496
16,16,256,71,80,0.020000,2560,4608,29865,29696
16,16,256,108,126,0.030000,4032,6816,46234,44416
16,16,256,149,171,0.040000,5472,8976,67357,58816
16,16,256,203,200,0.050000,6400,10368,76504,68096
16,16,256,264,231,0.060000,7392,11856,90280,78016
16,16,256,269,256,0.070000,8192,13056,84980,86016
16,16,256,317,324,0.080000,10368,16320,117905,107776
16,16,256,387,367,0.090000,11744,18384,117730,121536
16,16,256,410,418,0.100000,13376,20832,133399,137856
16,16,256,778,801,0.200000,25632,39216,247320,260416
16,16,256,1218,1256,0.300000,40192,61056,409446,406016
16,16,256,1649,1659,0.400000,53088,80400,504614,534976
16,16,256,2067,2018,0.500000,64576,97632,612320,649856
16,16,256,2448,2451,0.600000,78432,118416,742025,788416
16,16,256,2890,2872,0.700000,91904,138624,869881,923136
16,16,256,3284,3261,0.800000,104352,157296,1076772,1047616
16,16,256,3699,3662,0.900000,117184,176544,1106844,1175936
