row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,37,45,0.010000,12,1122,8111,4708
16,16,256,71,80,0.020000,52,1270,9066,5676
16,16,256,108,126,0.030000,114,1468,11116,6988
16,16,256,149,171,0.040000,210,1742,12972,8824
16,16,256,203,200,0.050000,272,1974,13858,10340
16,16,256,264,231,0.060000,442,2436,17103,13452
16,16,256,269,256,0.070000,526,2614,19404,14688
16,16,256,317,324,0.080000,872,3402,24175,20108
16,16,256,387,367,0.090000,1150,4098,29790,24840
16,16,256,410,418,0.100000,1256,4356,31803,26600
16,16,256,778,801,0.200000,4774,12128,90713,80268
16,16,256,1218,1256,0.300000,11970,27400,209378,186292
16,16,256,1649,1659,0.400000,21542,47406,339819,325472
16,16,256,2067,2018,0.500000,32356,69870,494998,481884
16,16,256,2448,2451,0.600000,47066,100052,698948,692396
16,16,256,2890,2872,0.700000,64886,136576,947956,947180
16,16,256,3284,3261,0.800000,83738,175068,1284208,1215836
16,16,256,3699,3662,0.900000,105760,219942,1656701,1529124
