row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,37,45,0.010000,1440,15168,112107,85696
16,16,256,71,80,0.020000,2560,17408,120624,101376
16,16,256,108,126,0.030000,4032,20352,140549,121984
16,16,256,149,171,0.040000,5472,23232,171853,142144
16,16,256,203,200,0.050000,6400,25088,194898,155136
16,16,256,264,231,0.060000,7392,27072,212524,169024
16,16,256,269,256,0.070000,8192,28672,208494,180224
16,16,256,317,324,0.080000,10368,33024,255640,210688
16,16,256,387,367,0.090000,11744,35776,260508,229952
16,16,256,410,418,0.100000,13376,39040,286780,252800
16,16,256,778,801,0.200000,25632,63552,508833,424384
16,16,256,1218,1256,0.300000,40192,92672,671723,628224
16,16,256,1649,1659,0.400000,53088,118464,842933,808768
16,16,256,2067,2018,0.500000,64576,141440,1057531,969600
16,16,256,2448,2451,0.600000,78432,169152,1182134,1163584
16,16,256,2890,2872,0.700000,91904,196096,1368584,1352192
16,16,256,3284,3261,0.800000,104352,220992,1561589,1526464
16,16,256,3699,3662,0.900000,117184,246656,1678132,1706112
