row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,718,99,0.100000,0,0,22368,0
32,32,32,706,716,0.700000,0,0,28820,0
32,32,32,733,937,0.900000,0,0,22832,0
