row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,4096,0.000000,0,32,1448,128
16,16,256,39,4096,0.010000,1248,1982,38781,15572
16,16,256,73,4096,0.020000,2336,3682,70458,29036
16,16,256,112,4096,0.030000,3584,5632,107552,44480
16,16,256,153,4096,0.040000,4896,7682,146213,60716
16,16,256,191,4096,0.050000,6112,9582,181237,75764
16,16,256,256,4096,0.060000,8192,12832,241764,101504
16,16,256,296,4096,0.070000,9472,14832,272479,117344
16,16,256,309,4096,0.080000,9888,15482,293460,122492
16,16,256,380,4096,0.090000,12160,19032,355756,150608
16,16,256,402,4096,0.100000,12864,20132,378493,159320
16,16,256,766,4096,0.200000,24512,38332,719344,303464
16,16,256,1196,4096,0.300000,38272,59832,1142612,473744
16,16,256,1610,4096,0.400000,51520,80532,1517966,637688
16,16,256,2037,4096,0.500000,65184,101882,1907251,806780
16,16,256,2499,4096,0.600000,79968,124982,2379763,989732
16,16,256,2927,4096,0.700000,93664,146382,2788235,1159220
16,16,256,3248,4096,0.800000,103936,162432,3140253,1286336
16,16,256,3696,4096,0.900000,118272,184832,3568814,1463744
16,16,256,4096,4096,1.000000,131072,204832,3958224,1622144
