row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,4096,0.000000,0,800,14801,4224
16,16,256,39,4096,0.010000,1248,92768,1476684,377088
16,16,256,73,4096,0.020000,2336,119520,1950146,488448
16,16,256,112,4096,0.030000,3584,121216,2031115,500224
16,16,256,153,4096,0.040000,4896,121824,2101029,507904
16,16,256,191,4096,0.050000,6112,129120,2257787,541952
16,16,256,256,4096,0.060000,8192,133888,2414274,569344
16,16,256,296,4096,0.070000,9472,133824,2499165,574208
16,16,256,309,4096,0.080000,9888,136960,2510480,588416
16,16,256,380,4096,0.090000,12160,137952,2659698,601472
16,16,256,402,4096,0.100000,12864,139392,2671340,610048
16,16,256,766,4096,0.200000,24512,154944,3165381,718848
16,16,256,1196,4096,0.300000,38272,169088,3417635,830464
16,16,256,1610,4096,0.400000,51520,182528,3672196,937216
16,16,256,2037,4096,0.500000,65184,196512,3920016,1047808
16,16,256,2499,4096,0.600000,79968,211488,4173562,1166848
16,16,256,2927,4096,0.700000,93664,225312,4444301,1276928
16,16,256,3248,4096,0.800000,103936,235776,4633628,1359872
16,16,256,3696,4096,0.900000,118272,250080,4793745,1474432
16,16,256,4096,4096,1.000000,131072,262944,4758336,1577088
