row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,4096,0.000000,131072,131328,2120431,1050624
16,16,256,39,4096,0.010000,131072,131328,2106094,1050624
16,16,256,73,4096,0.020000,131072,131328,2109809,1050624
16,16,256,112,4096,0.030000,131072,131328,2108901,1050624
16,16,256,153,4096,0.040000,131072,131328,2106809,1050624
16,16,256,191,4096,0.050000,131072,131328,2108025,1050624
16,16,256,256,4096,0.060000,131072,131328,2111521,1050624
16,16,256,296,4096,0.070000,131072,131328,2111057,1050624
16,16,256,309,4096,0.080000,131072,131328,2109929,1050624
16,16,256,380,4096,0.090000,131072,131328,2108471,1050624
16,16,256,402,4096,0.100000,131072,131328,2111787,1050624
16,16,256,766,4096,0.200000,131072,131328,2105136,1050624
16,16,256,1196,4096,0.300000,131072,131328,2110626,1050624
16,16,256,1610,4096,0.400000,131072,131328,2107095,1050624
16,16,256,2037,4096,0.500000,131072,131328,2112147,1050624
16,16,256,2499,4096,0.600000,131072,131328,2119792,1050624
16,16,256,2927,4096,0.700000,131072,131328,2111142,1050624
16,16,256,3248,4096,0.800000,131072,131328,2111032,1050624
16,16,256,3696,4096,0.900000,131072,131328,2106437,1050624
16,16,256,4096,4096,1.000000,131072,131328,2120262,1050624
