row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,4096,0.000000,131072,274432,5138965,1900544
16,16,256,39,4096,0.010000,131072,274432,5156213,1900544
16,16,256,73,4096,0.020000,131072,274432,5165707,1900544
16,16,256,112,4096,0.030000,131072,274432,5155313,1900544
16,16,256,153,4096,0.040000,131072,274432,5137836,1900544
16,16,256,191,4096,0.050000,131072,274432,5124008,1900544
16,16,256,256,4096,0.060000,131072,274432,5172488,1900544
16,16,256,296,4096,0.070000,131072,274432,5135541,1900544
16,16,256,309,4096,0.080000,131072,274432,5149041,1900544
16,16,256,380,4096,0.090000,131072,274432,5122852,1900544
16,16,256,402,4096,0.100000,131072,274432,5133838,1900544
16,16,256,766,4096,0.200000,131072,274432,5127372,1900544
16,16,256,1196,4096,0.300000,131072,274432,5147512,1900544
16,16,256,1610,4096,0.400000,131072,274432,5137199,1900544
16,16,256,2037,4096,0.500000,131072,274432,5074857,1900544
16,16,256,2499,4096,0.600000,131072,274432,5175820,1900544
16,16,256,2927,4096,0.700000,131072,274432,5160313,1900544
16,16,256,3248,4096,0.800000,131072,274432,5178259,1900544
16,16,256,3696,4096,0.900000,131072,274432,5139332,1900544
16,16,256,4096,4096,1.000000,131072,274432,5157004,1900544
