row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,4096,0.000000,0,1024,18031,4096
16,16,256,39,4096,0.010000,1248,3598,66841,22036
16,16,256,73,4096,0.020000,2336,5842,109163,37676
16,16,256,112,4096,0.030000,3584,8416,156765,55616
16,16,256,153,4096,0.040000,4896,11122,207878,74476
16,16,256,191,4096,0.050000,6112,13630,253243,91956
16,16,256,256,4096,0.060000,8192,17920,332221,121856
16,16,256,296,4096,0.070000,9472,20560,384819,140256
16,16,256,309,4096,0.080000,9888,21418,400886,146236
16,16,256,380,4096,0.090000,12160,26104,487474,178896
16,16,256,402,4096,0.100000,12864,27556,511201,189016
16,16,256,766,4096,0.200000,24512,51580,956598,356456
16,16,256,1196,4096,0.300000,38272,79960,1478757,554256
16,16,256,1610,4096,0.400000,51520,107284,1980048,744696
16,16,256,2037,4096,0.500000,65184,135466,2506615,941116
16,16,256,2499,4096,0.600000,79968,165958,3080046,1153636
16,16,256,2927,4096,0.700000,93664,194206,3605642,1350516
16,16,256,3248,4096,0.800000,103936,215392,4006469,1498176
16,16,256,3696,4096,0.900000,118272,244960,4555926,1704256
16,16,256,4096,4096,1.000000,131072,271360,5062049,1888256
