row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,0,4096,0.000000,131072,131840,2056365,1052672
16,16,256,39,4096,0.010000,131072,131840,2064095,1052672
16,16,256,73,4096,0.020000,131072,131840,2055634,1052672
16,16,256,112,4096,0.030000,131072,131840,2055169,1052672
16,16,256,153,4096,0.040000,131072,131840,2055242,1052672
16,16,256,191,4096,0.050000,131072,131840,2056122,1052672
16,16,256,256,4096,0.060000,131072,131840,2056302,1052672
16,16,256,296,4096,0.070000,131072,131840,2054964,1052672
16,16,256,309,4096,0.080000,131072,131840,2055565,1052672
16,16,256,380,4096,0.090000,131072,131840,2055984,1052672
16,16,256,402,4096,0.100000,131072,131840,2055040,1052672
16,16,256,766,4096,0.200000,131072,131840,2056593,1052672
16,16,256,1196,4096,0.300000,131072,131840,2056109,1052672
16,16,256,1610,4096,0.400000,131072,131840,2056348,1052672
16,16,256,2037,4096,0.500000,131072,131840,2056002,1052672
16,16,256,2499,4096,0.600000,131072,131840,2055745,1052672
16,16,256,2927,4096,0.700000,131072,131840,2056294,1052672
16,16,256,3248,4096,0.800000,131072,131840,2104479,1052672
16,16,256,3696,4096,0.900000,131072,131840,2055965,1052672
16,16,256,4096,4096,1.000000,131072,131840,2056617,1052672
