row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,4096,0,0.000000,0,32,1440,128
16,16,256,4096,38,0.010000,1216,2616,47746,17912
16,16,256,4096,89,0.020000,2848,6084,109906,41780
16,16,256,4096,117,0.030000,3744,7988,144025,54884
16,16,256,4096,164,0.040000,5248,11184,201125,76880
16,16,256,4096,192,0.050000,6144,13088,235007,89984
16,16,256,4096,276,0.060000,8832,18800,336418,129296
16,16,256,4096,304,0.070000,9728,20704,370268,142400
16,16,256,4096,328,0.080000,10496,22336,399296,153632
16,16,256,4096,368,0.090000,11776,25056,441883,172352
16,16,256,4096,410,0.100000,13120,27912,498557,192008
16,16,256,4096,818,0.200000,26176,55656,992554,382952
16,16,256,4096,1242,0.300000,39744,84488,1504453,581384
16,16,256,4096,1647,0.400000,52704,112028,1994844,770924
16,16,256,4096,2087,0.500000,66784,141948,2568933,976844
16,16,256,4096,2530,0.600000,80960,172072,3099740,1184168
16,16,256,4096,2854,0.700000,91328,194104,3500711,1335800
16,16,256,4096,3276,0.800000,104832,222800,4057784,1533296
16,16,256,4096,3674,0.900000,117568,249864,4515871,1719560
16,16,256,4096,4096,1.000000,131072,278560,5060297,1917056
