row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,4096,0,0.000000,131072,205312,3766465,1624064
16,16,256,4096,38,0.010000,131072,205312,3807846,1624064
16,16,256,4096,89,0.020000,131072,205312,3798013,1624064
16,16,256,4096,117,0.030000,131072,205312,3797953,1624064
16,16,256,4096,164,0.040000,131072,205312,3747262,1624064
16,16,256,4096,192,0.050000,131072,205312,3783732,1624064
16,16,256,4096,276,0.060000,131072,205312,3780627,1624064
16,16,256,4096,304,0.070000,131072,205312,3788919,1624064
16,16,256,4096,328,0.080000,131072,205312,3803251,1624064
16,16,256,4096,368,0.090000,131072,205312,3768434,1624064
16,16,256,4096,410,0.100000,131072,205312,3762024,1624064
16,16,256,4096,818,0.200000,131072,205312,3787712,1624064
16,16,256,4096,1242,0.300000,131072,205312,3784965,1624064
16,16,256,4096,1647,0.400000,131072,205312,3811833,1624064
16,16,256,4096,2087,0.500000,131072,205312,3821264,1624064
16,16,256,4096,2530,0.600000,131072,205312,3821335,1624064
16,16,256,4096,2854,0.700000,131072,205312,3756444,1624064
16,16,256,4096,3276,0.800000,131072,205312,3809495,1624064
16,16,256,4096,3674,0.900000,131072,205312,3817695,1624064
16,16,256,4096,4096,1.000000,131072,205312,3772072,1624064
