row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,4096,0,0.000000,0,800,15029,4224
16,16,256,4096,38,0.010000,1216,108672,1726012,440576
16,16,256,4096,89,0.020000,2848,116864,1946774,479872
16,16,256,4096,117,0.030000,3744,115520,1952365,478080
16,16,256,4096,164,0.040000,5248,124832,2159725,521344
16,16,256,4096,192,0.050000,6144,130880,2297748,549120
16,16,256,4096,276,0.060000,8832,132448,2410290,566144
16,16,256,4096,304,0.070000,9728,134720,2539329,578816
16,16,256,4096,328,0.080000,10496,138784,2568932,598144
16,16,256,4096,368,0.090000,11776,140256,2611575,609152
16,16,256,4096,410,0.100000,13120,139552,2641971,611712
16,16,256,4096,818,0.200000,26176,156640,3141659,732288
16,16,256,4096,1242,0.300000,39744,169952,3553690,839808
16,16,256,4096,1647,0.400000,52704,183456,4030760,945664
16,16,256,4096,2087,0.500000,66784,197952,4535324,1059968
16,16,256,4096,2530,0.600000,80960,212608,4613312,1175296
16,16,256,4096,2854,0.700000,91328,223136,4674171,1258880
16,16,256,4096,3276,0.800000,104832,236416,4741188,1366016
16,16,256,4096,3674,0.900000,117568,249376,4791992,1468800
16,16,256,4096,4096,1.000000,131072,262944,4801040,1577088
