row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,4096,0,0.000000,0,12288,190451,65536
16,16,256,4096,38,0.010000,1216,14720,258838,82560
16,16,256,4096,89,0.020000,2848,17984,323327,105408
16,16,256,4096,117,0.030000,3744,19776,357385,117952
16,16,256,4096,164,0.040000,5248,22784,417132,139008
16,16,256,4096,192,0.050000,6144,24576,457907,151552
16,16,256,4096,276,0.060000,8832,29952,572270,189184
16,16,256,4096,304,0.070000,9728,31744,608558,201728
16,16,256,4096,328,0.080000,10496,33280,641920,212480
16,16,256,4096,368,0.090000,11776,35840,693798,230400
16,16,256,4096,410,0.100000,13120,38528,747988,249216
16,16,256,4096,818,0.200000,26176,64640,1266059,432000
16,16,256,4096,1242,0.300000,39744,91776,1776522,621952
16,16,256,4096,1647,0.400000,52704,117696,2246518,803392
16,16,256,4096,2087,0.500000,66784,145856,2749837,1000512
16,16,256,4096,2530,0.600000,80960,174208,3285142,1198976
16,16,256,4096,2854,0.700000,91328,194944,3700552,1344128
16,16,256,4096,3276,0.800000,104832,221952,4163537,1533184
16,16,256,4096,3674,0.900000,117568,247424,4656650,1711488
16,16,256,4096,4096,1.000000,131072,274432,5172034,1900544
