row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,4096,0,0.000000,131072,131328,2030432,1050624
16,16,256,4096,38,0.010000,131072,131328,2031598,1050624
16,16,256,4096,89,0.020000,131072,131328,2033888,1050624
16,16,256,4096,117,0.030000,131072,131328,2032460,1050624
16,16,256,4096,164,0.040000,131072,131328,2030941,1050624
16,16,256,4096,192,0.050000,131072,131328,2035921,1050624
16,16,256,4096,276,0.060000,131072,131328,2032989,1050624
16,16,256,4096,304,0.070000,131072,131328,2032553,1050624
16,16,256,4096,328,0.080000,131072,131328,2041836,1050624
16,16,256,4096,368,0.090000,131072,131328,2058541,1050624
16,16,256,4096,410,0.100000,131072,131328,2032190,1050624
16,16,256,4096,818,0.200000,131072,131328,2030943,1050624
16,16,256,4096,1242,0.300000,131072,131328,2032196,1050624
16,16,256,4096,1647,0.400000,131072,131328,2055299,1050624
16,16,256,4096,2087,0.500000,131072,131328,2058124,1050624
16,16,256,4096,2530,0.600000,131072,131328,2035323,1050624
16,16,256,4096,2854,0.700000,131072,131328,2034680,1050624
16,16,256,4096,3276,0.800000,131072,131328,2036683,1050624
16,16,256,4096,3674,0.900000,131072,131328,2030823,1050624
16,16,256,4096,4096,1.000000,131072,131328,2030967,1050624
