row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,4096,0,0.000000,0,16416,263779,82048
16,16,256,4096,38,0.010000,1216,18848,326876,99072
16,16,256,4096,89,0.020000,2848,22112,403000,121920
16,16,256,4096,117,0.030000,3744,23904,432064,134464
16,16,256,4096,164,0.040000,5248,26912,490816,155520
16,16,256,4096,192,0.050000,6144,28704,517601,168064
16,16,256,4096,276,0.060000,8832,34080,627153,205696
16,16,256,4096,304,0.070000,9728,35872,666226,218240
16,16,256,4096,328,0.080000,10496,37408,700818,228992
16,16,256,4096,368,0.090000,11776,39968,745758,246912
16,16,256,4096,410,0.100000,13120,42656,799366,265728
16,16,256,4096,818,0.200000,26176,68768,1277806,448512
16,16,256,4096,1242,0.300000,39744,95904,1767937,638464
16,16,256,4096,1647,0.400000,52704,121824,2220729,819904
16,16,256,4096,2087,0.500000,66784,149984,2704421,1017024
16,16,256,4096,2530,0.600000,80960,178336,3203149,1215488
16,16,256,4096,2854,0.700000,91328,199072,3553829,1360640
16,16,256,4096,3276,0.800000,104832,226080,3989868,1549696
16,16,256,4096,3674,0.900000,117568,251552,4449800,1728000
16,16,256,4096,4096,1.000000,131072,278560,4928536,1917056
