row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,4096,0,0.000000,0,9216,136966,53248
16,16,256,4096,38,0.010000,1216,11648,187474,70272
16,16,256,4096,89,0.020000,2848,14912,253119,93120
16,16,256,4096,117,0.030000,3744,16704,287328,105664
16,16,256,4096,164,0.040000,5248,19712,345156,126720
16,16,256,4096,192,0.050000,6144,21504,379943,139264
16,16,256,4096,276,0.060000,8832,26880,484237,176896
16,16,256,4096,304,0.070000,9728,28672,517006,189440
16,16,256,4096,328,0.080000,10496,30208,541060,200192
16,16,256,4096,368,0.090000,11776,32768,592156,218112
16,16,256,4096,410,0.100000,13120,35456,638047,236928
16,16,256,4096,818,0.200000,26176,61568,1113317,419712
16,16,256,4096,1242,0.300000,39744,88704,1632917,609664
16,16,256,4096,1647,0.400000,52704,114624,2116497,791104
16,16,256,4096,2087,0.500000,66784,142784,2637367,988224
16,16,256,4096,2530,0.600000,80960,171136,3169328,1186688
16,16,256,4096,2854,0.700000,91328,191872,3568191,1331840
16,16,256,4096,3276,0.800000,104832,218880,4087039,1520896
16,16,256,4096,3674,0.900000,117568,244352,4556825,1699200
16,16,256,4096,4096,1.000000,131072,271360,5053934,1888256
