row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time
16,16,256,0,0,0.010000,0,0,0
16,16,256,74,81,0.020000,38,432,2400
16,16,256,119,114,0.030000,110,708,3592
16,16,256,141,160,0.040000,192,1056,5500
16,16,256,209,208,0.050000,334,1532,7245
16,16,256,253,243,0.060000,438,1880,8702
16,16,256,303,287,0.070000,652,2484,11240
16,16,256,290,298,0.080000,666,2556,11593
16,16,256,360,379,0.090000,1012,3572,16392
16,16,256,404,415,0.100000,1308,4308,20673
16,16,256,465,443,0.110000,1530,4864,22038
16,16,256,829,847,0.210000,5510,14440,73517
16,16,256,1250,1294,0.310000,12630,30468,162606
16,16,256,1682,1757,0.410000,23138,53336,255285
16,16,256,2091,2088,0.510000,33980,76344,347267
16,16,256,2479,2484,0.610000,48048,106064,474581
16,16,256,2955,2904,0.710000,66938,145524,707723
16,16,256,3332,3326,0.810000,86658,186652,890549
16,16,256,3732,3720,0.910000,108442,231796,1003878
16,16,256,4096,4096,1.010000,131072,278560,1113477
