row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,0,0,0.000000,0,4160,27867,24832
32,32,32,11,8,0.010000,2,4326,31714,25504
32,32,32,59,50,0.050000,194,8242,67110,41936
32,32,32,114,92,0.100000,646,13978,145256,66688
32,32,32,214,197,0.200000,2574,26934,323948,126224
32,32,32,291,339,0.300000,6050,41024,516897,196488
32,32,32,425,428,0.400000,11398,56196,668147,278568
32,32,32,543,499,0.500000,16890,68900,776077,351352
32,32,32,595,642,0.600000,23854,81752,882101,430616
32,32,32,733,702,0.700000,32216,94718,969335,515928
32,32,32,815,825,0.800000,42080,108132,995059,609040
32,32,32,917,929,0.900000,53340,121894,924515,709128
32,32,32,1024,1024,1.000000,65536,135232,974120,811264
