row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,0,0,0.000000,0,0,536,0
32,32,32,11,8,0.010000,512,1728,13372,10880
32,32,32,59,50,0.050000,3200,9728,74095,61568
32,32,32,114,92,0.100000,5888,16704,119633,106112
32,32,32,214,197,0.200000,12608,33568,247499,214016
32,32,32,291,339,0.300000,21696,56288,422004,359424
32,32,32,425,428,0.400000,27392,70528,530497,450560
32,32,32,543,499,0.500000,31936,81888,595859,523264
32,32,32,595,642,0.600000,41088,104768,766607,669696
32,32,32,733,702,0.700000,44928,114368,835122,731136
32,32,32,815,825,0.800000,52800,134048,954358,857088
32,32,32,917,929,0.900000,59456,150688,1074827,963584
32,32,32,1024,1024,1.000000,65536,165888,1095943,1060864
