row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,0,0,0.000000,0,3072,21450,16384
32,32,32,11,8,0.010000,512,4096,29695,23552
32,32,32,59,50,0.050000,3200,9472,65763,61184
32,32,32,114,92,0.100000,5888,14848,110632,98816
32,32,32,214,197,0.200000,12608,28288,208868,192896
32,32,32,291,339,0.300000,21696,46464,310625,320128
32,32,32,425,428,0.400000,27392,57856,388048,399872
32,32,32,543,499,0.500000,31936,66944,469813,463488
32,32,32,595,642,0.600000,41088,85248,606131,591616
32,32,32,733,702,0.700000,44928,92928,657560,645376
32,32,32,815,825,0.800000,52800,108672,754579,755584
32,32,32,917,929,0.900000,59456,121984,839600,848768
32,32,32,1024,1024,1.000000,65536,134144,862647,933888
