row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,0,0,0.000000,0,128,1235,512
32,32,32,11,8,0.010000,2,154,1424,672
32,32,32,59,50,0.050000,194,634,5134,3936
32,32,32,114,92,0.100000,646,1648,13030,10924
32,32,32,214,197,0.200000,2574,5704,43145,39116
32,32,32,291,339,0.300000,6050,12810,93040,88704
32,32,32,425,428,0.400000,11398,23774,164579,165184
32,32,32,543,499,0.500000,16890,34994,240055,243488
32,32,32,595,642,0.600000,23854,49026,356958,341608
32,32,32,733,702,0.700000,32216,66026,488342,460332
32,32,32,815,825,0.800000,42080,85918,624051,599412
32,32,32,917,929,0.900000,53340,108642,780474,758276
32,32,32,1024,1024,1.000000,65536,133248,976663,930304
