row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,0,0,0.000000,0,64,843,256
32,32,32,11,8,0.010000,2,112,1271,504
32,32,32,59,50,0.050000,194,688,5153,4152
32,32,32,114,92,0.100000,646,1812,13891,11580
32,32,32,214,197,0.200000,2574,6068,46264,40572
32,32,32,291,339,0.300000,6050,13328,96413,90776
32,32,32,425,428,0.400000,11398,24560,178140,168328
32,32,32,543,499,0.500000,16890,36016,245943,247576
32,32,32,595,642,0.600000,23854,50152,328149,346112
32,32,32,733,702,0.700000,32216,67428,468378,465940
32,32,32,815,825,0.800000,42080,87484,566876,605676
32,32,32,917,929,0.900000,53340,110412,744523,765356
32,32,32,1024,1024,1.000000,65536,135232,946137,938240
