row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,85,921,0.100000,0,0,7387,0
32,32,32,704,924,0.700000,0,0,51836,0
32,32,32,924,921,0.900000,0,0,65776,0
