row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
32,32,32,85,921,0.100000,0,0,159838,0
32,32,32,704,924,0.700000,0,0,256051,0
32,32,32,924,921,0.900000,0,0,181715,0
