row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,37,45,0.010000,1440,14448,129790,79936
16,16,256,71,80,0.020000,2560,16128,148685,91136
16,16,256,108,126,0.030000,4032,18336,153790,105856
16,16,256,149,171,0.040000,5472,20496,172844,120256
16,16,256,203,200,0.050000,6400,21888,197185,129536
16,16,256,264,231,0.060000,7392,23376,209427,139456
16,16,256,269,256,0.070000,8192,24576,224477,147456
16,16,256,317,324,0.080000,10368,27840,255070,169216
16,16,256,387,367,0.090000,11744,29904,278966,182976
16,16,256,410,418,0.100000,13376,32352,271774,199296
16,16,256,778,801,0.200000,25632,50736,454518,321856
16,16,256,1218,1256,0.300000,40192,72576,703229,467456
16,16,256,1649,1659,0.400000,53088,91920,809611,596416
16,16,256,2067,2018,0.500000,64576,109152,949855,711296
16,16,256,2448,2451,0.600000,78432,129936,1115965,849856
16,16,256,2890,2872,0.700000,91904,150144,1272233,984576
16,16,256,3284,3261,0.800000,104352,168816,1413315,1109056
16,16,256,3699,3662,0.900000,117184,188064,1582293,1237376
