row_count,col_count,inner_count,left_non_zero_count,right_non_zero_count,density,flops,memops,time,bytes
16,16,256,37,45,0.010000,131072,131328,939246,1050624
16,16,256,71,80,0.020000,131072,131328,1017673,1050624
16,16,256,108,126,0.030000,131072,131328,968845,1050624
16,16,256,149,171,0.040000,131072,131328,929961,1050624
16,16,256,203,200,0.050000,131072,131328,1025634,1050624
16,16,256,264,231,0.060000,131072,131328,1035661,1050624
16,16,256,269,256,0.070000,131072,131328,1036416,1050624
16,16,256,317,324,0.080000,131072,131328,952283,1050624
16,16,256,387,367,0.090000,131072,131328,1041816,1050624
16,16,256,410,418,0.100000,131072,131328,1059934,1050624
16,16,256,778,801,0.200000,131072,131328,989298,1050624
16,16,256,1218,1256,0.300000,131072,131328,1035982,1050624
16,16,256,1649,1659,0.400000,131072,131328,1038350,1050624
16,16,256,2067,2018,0.500000,131072,131328,928842,1050624
16,16,256,2448,2451,0.600000,131072,131328,1027301,1050624
16,16,256,2890,2872,0.700000,131072,131328,944610,1050624
16,16,256,3284,3261,0.800000,131072,131328,928590,1050624
16,16,256,3699,3662,0.900000,131072,131328,939440,1050624
