k,time,cache,branch,
7,257268,0,30,2,25606,0,2,20,18446744073709551615,0,0,14,23157176276,5744319,111624521,10,71169016,17925,417440,19,18446744073709551615,0,0,9,15725098,0,94274,11,308778758,81735,1735420,16,18446744073709551615,0,0,4,51584,0,2,17,18446744073709551615,0,0,18,18446744073709551615,0,0,1,54320,0,2,5,72740,0,3,15,98491538320,23730702,450336573,8,1431636,0,6429,3,64856,0,3,6,69564,0,3,12,1304863820,298576,7118932,13,5515258376,1213097,28001832,
