k,time,cache,branch,
7,326530,0,87,2,23930,0,2,20,18446744073709551615,0,0,14,27236144870,10065079,143036781,10,79091764,164,442049,19,18446744073709551615,0,0,9,17796152,3314,101031,11,344204804,158568,1865188,16,18446744073709551615,0,0,4,49854,0,2,17,18446744073709551615,0,0,18,18446744073709551615,0,0,1,53332,0,3,5,74080,0,6,15,115943530386,43259120,588610974,8,2074868,0,8881,3,64430,0,2,6,92442,0,14,12,1472004980,528385,7949409,13,6351322782,2278379,33360687,
