k,time,cache,branch,
7,29526,0,2,2,25418,0,2,20,5380283686,52870880,8475558,14,12302378,15,90185,10,144498,0,7,19,1859519894,15502136,3966782,9,82200,0,4,11,598864,0,4004,16,83642848,403589,413184,4,47268,0,2,17,233989552,1235644,873260,18,667509150,3957463,1858058,1,53768,1,2,5,58986,0,2,15,30421114,48421,197974,8,73096,0,3,3,63940,0,2,6,66588,0,2,12,1914276,0,16081,13,4948690,6,40234,
