k,time,cache,branch,
7,27288,0,2,2,23638,0,2,20,5358963796,51162486,8111883,14,11879640,12424,83445,10,138064,0,5,19,1891127920,14762950,3778806,9,79334,0,4,11,616878,0,4250,16,81986834,401199,390002,4,45966,0,2,17,230783550,1225312,827677,18,658799852,4328412,1767547,1,52134,0,3,5,57982,0,2,15,29518498,15501,186180,8,72980,0,2,3,63336,0,2,6,65810,0,2,12,1804236,1,14743,13,4598286,0,36002,
