k,time,cache,branch,
7,28112,0,2,2,24520,0,2,20,3335841844,24490055,1861864,14,7255912,11,14216,10,144564,0,18,19,1178078706,8286905,741384,9,81510,0,9,11,307120,0,72,16,56348936,340341,78467,4,46228,0,3,17,160460664,1071005,157287,18,415259040,2930847,371043,1,53592,0,2,5,57458,0,2,15,19237764,9365,33945,8,72030,0,3,3,63156,0,2,6,65902,0,2,12,931454,0,209,13,2648060,4,3227,
