k,time,cache,branch,
7,101698,0,30,2,25994,0,2,20,18446744073709551615,0,0,14,3783401118,84016,34504278,10,5861276,0,8120,19,18446744073709551615,0,0,9,1388000,0,1179,11,23582756,10,40481,16,18446744073709551615,0,0,4,48636,0,2,17,18446744073709551615,0,0,18,18446744073709551615,0,0,1,54558,0,2,5,64080,0,3,15,16918686146,246030,160735039,8,275688,0,118,3,65294,0,2,6,66692,0,2,12,104649376,1692,288663,13,760897196,18103,5909304,
