k,time,cache,branch,
7,28698,0,2,2,25058,0,2,20,3305113452,24477867,1589120,14,7269066,0,12080,10,143594,0,23,19,1172233524,8129121,591359,9,84022,0,8,11,315570,0,88,16,55569254,336088,61091,4,46808,0,2,17,160578390,1068125,117222,18,418844328,2926942,303388,1,53478,0,2,5,58258,1,3,15,19045714,8274,25979,8,72340,0,3,3,63630,0,2,6,66234,0,2,12,953904,1,405,13,2769170,3,4203,
