k,time,cache,branch,
7,98398,0,36,2,24258,0,2,20,18446744073709551615,0,0,14,3907706696,61645,37540204,10,5816214,6,7938,19,18446744073709551615,0,0,9,1366672,0,1022,11,23971266,10,41202,16,18446744073709551615,0,0,4,47334,0,2,17,18446744073709551615,0,0,18,18446744073709551615,0,0,1,52232,0,2,5,61808,0,2,15,17280627362,245355,171218101,8,274318,0,133,3,63020,0,2,6,66416,0,2,12,116542608,2813,435960,13,820031916,14217,7011306,
